,Shutter (mV)
30797,17.089844
30798,16.784668
30799,17.089844
30800,16.174316
30801,16.479492
30802,18.005371
30803,17.39502
30804,16.784668
30805,16.784668
30806,16.174316
30807,17.089844
30808,16.784668
30809,17.089844
30810,16.479492
30811,15.869141
30812,17.089844
30813,16.784668
30814,17.089844
30815,16.479492
30816,16.174316
30817,17.39502
30818,16.479492
30819,16.479492
30820,17.089844
30821,17.089844
30822,16.784668
30823,17.39502
30824,17.089844
30825,16.784668
30826,17.089844
30827,16.784668
30828,17.089844
30829,16.784668
30830,17.39502
30831,16.784668
30832,17.089844
30833,17.089844
30834,17.089844
30835,17.089844
30836,17.089844
30837,16.784668
30838,18.005371
30839,16.784668
30840,17.700195
30841,17.39502
30842,16.479492
30843,16.784668
30844,17.089844
30845,16.174316
30846,17.089844
30847,16.784668
30848,17.39502
30849,16.174316
30850,17.089844
30851,16.784668
30852,17.39502
30853,17.089844
30854,16.479492
30855,16.784668
30856,17.089844
30857,16.784668
30858,17.39502
30859,17.089844
30860,16.479492
30861,16.784668
30862,17.089844
30863,16.479492
30864,16.784668
30865,17.39502
30866,18.005371
30867,16.784668
30868,16.174316
30869,17.089844
30870,16.479492
30871,17.089844
30872,17.089844
30873,17.089844
30874,16.784668
30875,16.479492
30876,18.005371
30877,17.089844
30878,16.784668
30879,17.089844
30880,17.089844
30881,17.089844
30882,16.784668
30883,16.479492
30884,17.089844
30885,16.479492
30886,16.784668
30887,16.174316
30888,16.784668
30889,17.089844
30890,17.39502
30891,17.700195
30892,16.479492
30893,16.479492
30894,16.784668
30895,16.174316
30896,16.784668
30897,17.39502
30898,16.784668
30899,17.089844
30900,16.784668
30901,16.479492
30902,16.784668
30903,18.310547
30904,17.39502
30905,17.700195
30906,16.174316
30907,16.479492
30908,17.39502
30909,17.39502
30910,17.089844
30911,16.479492
30912,17.39502
30913,17.089844
30914,17.089844
30915,17.39502
30916,16.479492
30917,16.784668
30918,16.784668
30919,16.784668
30920,17.700195
30921,17.089844
30922,17.39502
30923,16.479492
30924,16.174316
30925,17.39502
30926,16.784668
30927,16.784668
30928,17.089844
30929,16.479492
30930,17.089844
30931,16.784668
30932,17.089844
30933,17.089844
30934,16.784668
30935,16.174316
30936,17.089844
30937,17.089844
30938,16.479492
30939,18.310547
30940,17.39502
30941,16.479492
30942,16.174316
30943,16.784668
30944,17.700195
30945,17.39502
30946,16.479492
30947,17.700195
30948,16.784668
30949,17.39502
30950,17.39502
30951,16.174316
30952,17.39502
30953,17.700195
30954,16.784668
30955,16.784668
30956,17.089844
30957,17.089844
30958,16.784668
30959,16.479492
30960,16.479492
30961,16.784668
30962,16.479492
30963,16.174316
30964,16.784668
30965,16.784668
30966,17.089844
30967,16.174316
30968,17.089844
30969,17.089844
30970,16.784668
30971,17.39502
30972,16.479492
30973,15.869141
30974,16.479492
30975,17.39502
30976,17.089844
30977,17.089844
30978,17.39502
30979,18.005371
30980,16.479492
30981,17.089844
30982,17.39502
30983,17.700195
30984,16.784668
30985,17.39502
30986,16.784668
30987,17.089844
30988,16.479492
30989,17.39502
30990,17.089844
30991,16.174316
30992,16.479492
30993,17.089844
30994,17.700195
30995,16.479492
30996,16.174316
30997,17.39502
30998,16.174316
30999,16.784668
31000,16.174316
31001,17.089844
31002,16.784668
31003,17.39502
31004,16.174316
31005,16.479492
31006,16.784668
31007,17.39502
31008,17.089844
31009,16.174316
31010,17.089844
31011,16.784668
31012,16.784668
31013,16.174316
31014,16.784668
31015,17.089844
31016,16.784668
31017,17.089844
31018,17.089844
31019,17.700195
31020,16.784668
31021,17.39502
31022,17.700195
31023,17.089844
31024,17.089844
31025,16.784668
31026,17.39502
31027,17.39502
31028,16.784668
31029,16.479492
31030,17.089844
31031,17.39502
31032,16.784668
31033,17.089844
31034,17.089844
31035,17.089844
31036,17.39502
31037,16.479492
31038,17.39502
31039,17.39502
31040,17.39502
31041,16.784668
31042,16.479492
31043,16.174316
31044,17.39502
31045,16.174316
31046,17.089844
31047,17.089844
31048,16.479492
31049,17.089844
31050,16.479492
31051,16.784668
31052,16.174316
31053,16.784668
31054,16.784668
31055,16.479492
31056,17.700195
31057,17.089844
31058,17.089844
31059,17.089844
31060,16.784668
31061,16.784668
31062,17.39502
31063,16.479492
31064,17.089844
31065,16.479492
31066,16.479492
31067,17.39502
31068,18.615723
31069,16.784668
31070,16.784668
31071,17.089844
31072,16.784668
31073,17.089844
31074,16.784668
31075,17.089844
31076,17.089844
31077,17.089844
31078,16.784668
31079,16.479492
31080,17.089844
31081,16.174316
31082,17.089844
31083,16.174316
31084,17.39502
31085,16.784668
31086,16.479492
31087,16.479492
31088,16.479492
31089,17.39502
31090,17.700195
31091,16.174316
31092,17.089844
31093,17.089844
31094,17.089844
31095,17.700195
31096,17.089844
31097,16.174316
31098,16.479492
31099,17.089844
31100,16.784668
31101,16.479492
31102,17.089844
31103,16.784668
31104,16.479492
31105,17.39502
31106,16.784668
31107,17.089844
31108,16.479492
31109,16.174316
31110,16.784668
31111,17.39502
31112,16.479492
31113,17.700195
31114,16.784668
31115,16.174316
31116,16.784668
31117,16.479492
31118,16.479492
31119,16.174316
31120,17.39502
31121,17.39502
31122,17.39502
31123,17.39502
31124,16.479492
31125,16.479492
31126,17.089844
31127,16.479492
31128,16.784668
31129,16.479492
31130,16.784668
31131,16.784668
31132,17.39502
31133,16.784668
31134,16.479492
31135,16.784668
31136,16.784668
31137,17.089844
31138,17.089844
31139,17.39502
31140,15.563965
31141,16.784668
31142,17.39502
31143,16.784668
31144,17.700195
31145,16.174316
31146,17.39502
31147,15.563965
31148,17.39502
31149,17.089844
31150,16.479492
31151,16.174316
31152,16.784668
31153,17.39502
31154,17.089844
31155,17.089844
31156,17.089844
31157,17.700195
31158,17.089844
31159,17.089844
31160,16.784668
31161,17.39502
31162,16.784668
31163,17.39502
31164,16.784668
31165,16.784668
31166,16.174316
31167,16.784668
31168,16.784668
31169,16.174316
31170,17.089844
31171,18.005371
31172,16.479492
31173,17.39502
31174,16.479492
31175,16.479492
31176,18.005371
31177,17.700195
31178,16.479492
31179,15.869141
31180,17.39502
31181,17.700195
31182,16.784668
31183,16.784668
31184,16.174316
31185,17.089844
31186,17.089844
31187,15.869141
31188,16.784668
31189,17.089844
31190,16.784668
31191,17.39502
31192,17.089844
31193,17.700195
31194,17.089844
31195,16.784668
31196,17.089844
31197,16.784668
31198,17.089844
31199,17.39502
31200,16.784668
31201,16.479492
31202,17.39502
31203,16.479492
31204,17.39502
31205,16.479492
31206,17.089844
31207,17.089844
31208,17.089844
31209,17.089844
31210,17.39502
31211,17.089844
31212,16.784668
31213,17.089844
31214,17.39502
31215,15.869141
31216,16.479492
31217,16.479492
31218,16.784668
31219,16.479492
31220,16.479492
31221,16.174316
31222,17.089844
31223,17.089844
31224,17.700195
31225,17.089844
31226,18.005371
31227,18.005371
31228,16.479492
31229,17.089844
31230,17.089844
31231,17.39502
31232,16.479492
31233,16.784668
31234,17.089844
31235,16.784668
31236,17.089844
31237,16.784668
31238,16.784668
31239,17.700195
31240,16.784668
31241,16.784668
31242,16.784668
31243,17.700195
31244,17.39502
31245,17.089844
31246,16.784668
31247,16.479492
31248,16.174316
31249,16.479492
31250,17.700195
31251,17.39502
31252,16.784668
31253,17.089844
31254,16.784668
31255,17.089844
31256,17.089844
31257,16.479492
31258,16.784668
31259,16.784668
31260,17.089844
31261,16.479492
31262,16.784668
31263,17.700195
31264,16.479492
31265,15.869141
31266,17.089844
31267,17.089844
31268,17.089844
31269,16.479492
31270,17.089844
31271,17.39502
31272,17.089844
31273,17.700195
31274,16.784668
31275,16.784668
31276,17.39502
31277,17.089844
31278,16.784668
31279,17.089844
31280,17.39502
31281,17.089844
31282,16.479492
31283,17.089844
31284,16.784668
31285,16.784668
31286,16.784668
31287,17.39502
31288,16.479492
31289,17.700195
31290,16.784668
31291,16.479492
31292,16.784668
31293,16.784668
31294,17.089844
31295,17.089844
31296,17.089844
31297,16.479492
31298,16.479492
31299,16.784668
31300,16.784668
31301,17.39502
31302,16.479492
31303,16.479492
31304,17.089844
31305,17.089844
31306,16.479492
31307,16.784668
31308,15.869141
31309,17.700195
31310,17.39502
31311,16.784668
31312,17.39502
31313,17.39502
31314,17.089844
31315,16.784668
31316,17.700195
31317,16.784668
31318,17.700195
31319,16.784668
31320,17.089844
31321,16.479492
31322,17.39502
31323,18.005371
31324,15.869141
31325,17.39502
31326,17.39502
31327,17.39502
31328,16.479492
31329,16.479492
31330,16.479492
31331,17.39502
31332,17.089844
31333,16.784668
31334,17.089844
31335,16.784668
31336,16.479492
31337,17.39502
31338,16.784668
31339,16.479492
31340,17.39502
31341,17.700195
31342,17.39502
31343,16.479492
31344,16.784668
31345,17.089844
31346,14.953613
31347,16.784668
31348,16.784668
31349,17.089844
31350,17.700195
31351,17.089844
31352,16.479492
31353,17.089844
31354,17.089844
31355,16.174316
31356,16.784668
31357,16.479492
31358,17.089844
31359,17.39502
31360,17.089844
31361,16.784668
31362,17.089844
31363,17.089844
31364,16.174316
31365,16.479492
31366,17.39502
31367,16.479492
31368,17.39502
31369,16.479492
31370,15.869141
31371,17.089844
31372,17.089844
31373,17.089844
31374,16.479492
31375,17.089844
31376,16.784668
31377,16.479492
31378,17.089844
31379,17.089844
31380,16.784668
31381,17.39502
31382,17.089844
31383,17.089844
31384,17.089844
31385,15.869141
31386,17.089844
31387,17.089844
31388,16.784668
31389,16.784668
31390,16.479492
31391,17.39502
31392,16.784668
31393,17.089844
31394,17.39502
31395,16.174316
31396,17.089844
31397,17.089844
31398,17.700195
31399,17.089844
31400,17.39502
31401,16.479492
31402,16.479492
31403,17.089844
31404,16.174316
31405,16.784668
31406,16.479492
31407,17.700195
31408,16.479492
31409,17.700195
31410,16.479492
31411,17.39502
31412,17.089844
31413,18.005371
31414,16.784668
31415,16.174316
31416,17.39502
31417,17.39502
31418,17.089844
31419,17.700195
31420,16.479492
31421,16.784668
31422,17.39502
31423,16.784668
31424,16.174316
31425,16.479492
31426,16.479492
31427,17.39502
31428,16.174316
31429,16.479492
31430,16.784668
31431,16.479492
31432,16.174316
31433,17.089844
31434,16.784668
31435,17.39502
31436,16.784668
31437,17.39502
31438,17.089844
31439,16.784668
31440,16.784668
31441,16.784668
31442,16.784668
31443,17.700195
31444,16.479492
31445,16.784668
31446,17.39502
31447,17.39502
31448,17.700195
31449,17.700195
31450,17.700195
31451,17.39502
31452,16.174316
31453,16.784668
31454,17.089844
31455,17.39502
31456,16.784668
31457,15.869141
31458,15.869141
31459,16.174316
31460,15.869141
31461,16.479492
31462,17.700195
31463,17.089844
31464,17.089844
31465,17.089844
31466,17.089844
31467,16.174316
31468,16.479492
31469,16.784668
31470,17.089844
31471,17.39502
31472,16.784668
31473,16.479492
31474,16.479492
31475,16.784668
31476,16.479492
31477,17.089844
31478,17.089844
31479,17.700195
31480,17.39502
31481,16.479492
31482,17.39502
31483,16.784668
31484,15.563965
31485,17.089844
31486,16.479492
31487,17.089844
31488,16.784668
31489,17.39502
31490,16.784668
31491,16.174316
31492,16.784668
31493,16.479492
31494,16.174316
31495,16.784668
31496,17.089844
31497,16.784668
31498,16.479492
31499,17.089844
31500,16.174316
31501,16.479492
31502,16.174316
31503,16.174316
31504,17.089844
31505,17.089844
31506,15.258789
31507,16.479492
31508,17.39502
31509,17.089844
31510,17.700195
31511,16.479492
31512,17.089844
31513,16.174316
31514,16.784668
31515,17.089844
31516,16.784668
31517,17.089844
31518,18.005371
31519,16.479492
31520,17.089844
31521,17.39502
31522,17.089844
31523,17.39502
31524,17.089844
31525,16.479492
31526,16.784668
31527,17.700195
31528,17.39502
31529,16.784668
31530,16.479492
31531,17.089844
31532,17.089844
31533,17.089844
31534,17.39502
31535,16.784668
31536,17.089844
31537,18.005371
31538,17.089844
31539,16.174316
31540,17.700195
31541,17.39502
31542,17.39502
31543,17.39502
31544,16.479492
31545,16.784668
31546,17.089844
31547,16.784668
31548,17.089844
31549,17.700195
31550,16.174316
31551,17.39502
31552,16.784668
31553,16.479492
31554,17.089844
31555,16.784668
31556,16.784668
31557,17.089844
31558,16.784668
31559,16.784668
31560,17.39502
31561,16.174316
31562,16.784668
31563,17.089844
31564,16.479492
31565,17.700195
31566,17.39502
31567,17.089844
31568,17.39502
31569,16.479492
31570,17.089844
31571,17.700195
31572,16.784668
31573,16.784668
31574,17.39502
31575,16.174316
31576,16.479492
31577,16.784668
31578,17.089844
31579,16.784668
31580,17.089844
31581,16.174316
31582,16.784668
31583,17.700195
31584,16.479492
31585,16.174316
31586,17.700195
31587,15.563965
31588,16.174316
31589,16.479492
31590,17.700195
31591,16.784668
31592,17.089844
31593,17.39502
31594,16.479492
31595,18.310547
31596,17.089844
31597,16.784668
31598,16.479492
31599,17.39502
31600,16.784668
31601,17.39502
31602,15.563965
31603,17.700195
31604,17.089844
31605,16.479492
31606,16.784668
31607,17.39502
31608,17.089844
31609,17.089844
31610,17.089844
31611,16.784668
31612,16.479492
31613,17.089844
31614,17.39502
31615,16.784668
31616,16.479492
31617,17.39502
31618,16.479492
31619,16.784668
31620,16.479492
31621,17.39502
31622,17.089844
31623,17.089844
31624,16.479492
31625,17.089844
31626,16.784668
31627,17.089844
31628,17.089844
31629,16.784668
31630,17.089844
31631,16.784668
31632,17.39502
31633,16.784668
31634,17.39502
31635,16.479492
31636,16.174316
31637,16.479492
31638,16.174316
31639,16.479492
31640,17.089844
31641,18.005371
31642,17.700195
31643,16.479492
31644,16.784668
31645,16.784668
31646,17.39502
31647,17.089844
31648,16.784668
31649,16.784668
31650,17.089844
31651,16.784668
31652,16.784668
31653,17.089844
31654,16.784668
31655,17.089844
31656,17.39502
31657,17.089844
31658,16.174316
31659,16.784668
31660,16.174316
31661,16.784668
31662,16.479492
31663,17.089844
31664,17.700195
31665,16.784668
31666,17.39502
31667,16.784668
31668,16.479492
31669,16.479492
31670,16.479492
31671,17.39502
31672,16.784668
31673,17.089844
31674,18.005371
31675,17.089844
31676,16.174316
31677,16.784668
31678,16.784668
31679,15.869141
31680,16.479492
31681,17.089844
31682,16.479492
31683,17.089844
31684,17.089844
31685,17.089844
31686,16.479492
31687,17.39502
31688,16.784668
31689,16.784668
31690,17.39502
31691,17.089844
31692,16.784668
31693,16.174316
31694,16.479492
31695,17.39502
31696,16.479492
31697,17.089844
31698,17.089844
31699,17.39502
31700,17.089844
31701,17.089844
31702,16.479492
31703,17.39502
31704,18.615723
31705,16.784668
31706,16.784668
31707,16.479492
31708,17.089844
31709,17.089844
31710,17.39502
31711,15.869141
31712,16.174316
31713,17.089844
31714,17.089844
31715,16.174316
31716,16.479492
31717,16.784668
31718,16.784668
31719,17.700195
31720,17.089844
31721,17.089844
31722,17.39502
31723,18.005371
31724,17.39502
31725,17.089844
31726,16.174316
31727,17.700195
31728,16.479492
31729,16.784668
31730,16.784668
31731,16.784668
31732,17.39502
31733,17.39502
31734,16.784668
31735,17.39502
31736,16.479492
31737,18.005371
31738,17.089844
31739,16.784668
31740,17.39502
31741,17.089844
31742,16.479492
31743,15.563965
31744,16.784668
31745,17.700195
31746,17.089844
31747,15.563965
31748,16.174316
31749,16.784668
31750,16.479492
31751,17.39502
31752,17.089844
31753,16.784668
31754,16.784668
31755,17.700195
31756,16.784668
31757,17.089844
31758,17.700195
31759,17.089844
31760,17.39502
31761,15.869141
31762,17.39502
31763,17.089844
31764,18.005371
31765,15.869141
31766,17.089844
31767,16.784668
31768,17.089844
31769,17.39502
31770,17.39502
31771,16.784668
31772,17.39502
31773,16.479492
31774,18.005371
31775,16.174316
31776,16.784668
31777,17.39502
31778,17.089844
31779,16.479492
31780,17.089844
31781,16.784668
31782,17.39502
31783,17.089844
31784,16.784668
31785,16.479492
31786,17.089844
31787,17.39502
31788,17.089844
31789,15.869141
31790,16.784668
31791,17.39502
31792,15.869141
31793,17.39502
31794,16.784668
31795,17.39502
31796,17.39502
31797,16.784668
31798,16.784668
31799,17.089844
31800,16.784668
31801,17.089844
31802,17.39502
31803,17.089844
31804,15.869141
31805,16.784668
31806,17.39502
31807,17.089844
31808,17.089844
31809,17.089844
31810,16.784668
31811,17.700195
31812,17.39502
31813,17.089844
31814,17.700195
31815,16.784668
31816,18.005371
31817,15.869141
31818,17.39502
31819,17.089844
31820,17.700195
31821,16.479492
31822,17.39502
31823,16.479492
31824,17.089844
31825,17.089844
31826,17.39502
31827,16.784668
31828,17.089844
31829,17.39502
31830,16.784668
31831,16.479492
31832,17.089844
31833,17.700195
31834,17.089844
31835,16.479492
31836,17.39502
31837,17.700195
31838,17.089844
31839,16.479492
31840,16.784668
31841,16.784668
31842,17.089844
31843,16.784668
31844,17.089844
31845,17.39502
31846,17.089844
31847,16.479492
31848,16.784668
31849,16.784668
31850,16.784668
31851,17.089844
31852,17.39502
31853,16.479492
31854,16.479492
31855,16.784668
31856,16.784668
31857,16.479492
31858,16.784668
31859,17.089844
31860,16.479492
31861,17.39502
31862,16.784668
31863,16.784668
31864,16.479492
31865,17.089844
31866,16.784668
31867,17.700195
31868,16.784668
31869,16.784668
31870,18.005371
31871,16.479492
31872,16.174316
31873,17.089844
31874,17.700195
31875,16.479492
31876,16.174316
31877,16.784668
31878,17.700195
31879,16.174316
31880,16.479492
31881,16.784668
31882,17.700195
31883,18.310547
31884,16.479492
31885,16.479492
31886,18.005371
31887,16.174316
31888,16.479492
31889,15.869141
31890,16.479492
31891,17.089844
31892,16.479492
31893,16.784668
31894,18.005371
31895,17.39502
31896,17.700195
31897,16.784668
31898,16.479492
31899,17.700195
31900,17.39502
31901,17.089844
31902,16.784668
31903,16.479492
31904,17.089844
31905,17.700195
31906,16.784668
31907,16.784668
31908,17.089844
31909,17.089844
31910,16.174316
31911,16.784668
31912,16.784668
31913,17.089844
31914,17.39502
31915,17.089844
31916,15.869141
31917,16.479492
31918,17.089844
31919,17.700195
31920,16.784668
31921,16.784668
31922,17.089844
31923,17.089844
31924,16.784668
31925,17.089844
31926,17.089844
31927,16.174316
31928,16.784668
31929,17.089844
31930,17.39502
31931,17.089844
31932,17.089844
31933,18.310547
31934,16.174316
31935,16.784668
31936,16.784668
31937,17.39502
31938,17.39502
31939,16.174316
31940,17.089844
31941,17.39502
31942,16.784668
31943,17.089844
31944,17.089844
31945,16.784668
31946,17.39502
31947,17.089844
31948,17.089844
31949,16.479492
31950,16.174316
31951,17.700195
31952,17.39502
31953,16.174316
31954,16.479492
31955,17.089844
31956,17.089844
31957,17.089844
31958,17.700195
31959,16.479492
31960,17.089844
31961,16.784668
31962,17.089844
31963,16.174316
31964,17.700195
31965,16.784668
31966,17.089844
31967,17.089844
31968,16.784668
31969,17.39502
31970,17.089844
31971,17.089844
31972,16.174316
31973,17.089844
31974,17.089844
31975,16.479492
31976,17.39502
31977,16.479492
31978,17.089844
31979,16.784668
31980,16.479492
31981,17.700195
31982,17.700195
31983,17.089844
31984,15.563965
31985,16.479492
31986,18.005371
31987,17.700195
31988,16.479492
31989,17.700195
31990,15.869141
31991,16.174316
31992,17.089844
31993,17.39502
31994,16.784668
31995,16.784668
31996,16.479492
31997,17.089844
31998,17.089844
31999,16.784668
32000,17.089844
32001,16.479492
32002,17.39502
32003,17.39502
32004,16.784668
32005,16.479492
32006,17.39502
32007,17.700195
32008,16.784668
32009,16.784668
32010,17.39502
32011,17.39502
32012,17.089844
32013,17.089844
32014,17.089844
32015,17.089844
32016,16.174316
32017,17.39502
32018,17.089844
32019,18.005371
32020,15.869141
32021,16.479492
32022,16.784668
32023,17.089844
32024,17.39502
32025,17.089844
32026,16.479492
32027,16.784668
32028,17.089844
32029,16.479492
32030,16.174316
32031,16.784668
32032,16.784668
32033,17.089844
32034,17.089844
32035,17.089844
32036,17.39502
32037,16.479492
32038,16.174316
32039,17.39502
32040,16.479492
32041,16.784668
32042,16.784668
32043,17.39502
32044,17.089844
32045,17.089844
32046,16.784668
32047,17.39502
32048,16.479492
32049,17.089844
32050,17.089844
32051,17.700195
32052,17.700195
32053,16.784668
32054,17.089844
32055,16.479492
32056,17.089844
32057,17.089844
32058,16.174316
32059,16.784668
32060,17.39502
32061,17.700195
32062,16.479492
32063,16.784668
32064,17.089844
32065,16.784668
32066,17.39502
32067,16.174316
32068,17.39502
32069,17.089844
32070,17.089844
32071,16.174316
32072,15.563965
32073,16.479492
32074,17.39502
32075,17.39502
32076,16.479492
32077,17.089844
32078,17.39502
32079,17.089844
32080,16.479492
32081,16.784668
32082,17.089844
32083,16.174316
32084,16.784668
32085,17.700195
32086,17.39502
32087,17.089844
32088,16.174316
32089,15.869141
32090,16.784668
32091,17.089844
32092,16.784668
32093,16.784668
32094,16.784668
32095,17.089844
32096,16.784668
32097,17.089844
32098,17.089844
32099,17.39502
32100,17.089844
32101,17.089844
32102,17.089844
32103,17.089844
32104,16.784668
32105,17.089844
32106,17.089844
32107,16.784668
32108,15.869141
32109,16.784668
32110,17.39502
32111,17.39502
32112,16.479492
32113,17.089844
32114,16.784668
32115,17.089844
32116,17.089844
32117,16.784668
32118,17.089844
32119,17.700195
32120,15.869141
32121,17.089844
32122,17.089844
32123,16.784668
32124,17.39502
32125,16.784668
32126,17.089844
32127,17.39502
32128,17.39502
32129,16.784668
32130,16.784668
32131,16.479492
32132,17.39502
32133,17.089844
32134,17.089844
32135,17.39502
32136,17.39502
32137,17.089844
32138,17.700195
32139,16.784668
32140,17.39502
32141,17.700195
32142,17.089844
32143,17.39502
32144,16.784668
32145,16.479492
32146,16.784668
32147,16.784668
32148,17.39502
32149,17.089844
32150,17.39502
32151,15.563965
32152,16.784668
32153,16.479492
32154,16.479492
32155,17.089844
32156,17.39502
32157,17.700195
32158,17.39502
32159,16.479492
32160,16.784668
32161,16.784668
32162,17.089844
32163,16.784668
32164,16.784668
32165,17.700195
32166,17.39502
32167,17.39502
32168,17.089844
32169,17.089844
32170,17.089844
32171,16.784668
32172,17.700195
32173,17.39502
32174,17.700195
32175,17.089844
32176,18.310547
32177,16.784668
32178,16.784668
32179,16.479492
32180,17.089844
32181,17.089844
32182,16.174316
32183,16.479492
32184,17.700195
32185,16.784668
32186,16.784668
32187,16.784668
32188,17.089844
32189,17.089844
32190,17.089844
32191,17.089844
32192,16.479492
32193,16.479492
32194,17.39502
32195,16.174316
32196,14.6484375
32197,17.089844
32198,16.784668
32199,17.089844
32200,15.869141
32201,17.089844
32202,17.39502
32203,16.784668
32204,17.089844
32205,16.174316
32206,17.39502
32207,15.258789
32208,16.174316
32209,18.005371
32210,17.089844
32211,17.39502
32212,17.089844
32213,16.784668
32214,16.479492
32215,17.089844
32216,16.784668
32217,16.784668
32218,17.089844
32219,17.089844
32220,17.39502
32221,17.089844
32222,17.39502
32223,17.089844
32224,17.39502
32225,16.479492
32226,17.089844
32227,16.784668
32228,17.089844
32229,17.39502
32230,17.089844
32231,16.174316
32232,16.479492
32233,16.479492
32234,17.089844
32235,16.784668
32236,16.479492
32237,16.479492
32238,16.479492
32239,16.784668
32240,16.784668
32241,16.784668
32242,17.700195
32243,16.479492
32244,17.089844
32245,16.479492
32246,16.479492
32247,17.089844
32248,17.39502
32249,16.479492
32250,16.479492
32251,17.39502
32252,17.089844
32253,16.479492
32254,16.784668
32255,17.089844
32256,16.784668
32257,17.089844
32258,17.39502
32259,17.700195
32260,17.700195
32261,16.784668
32262,17.089844
32263,16.784668
32264,16.784668
32265,17.39502
32266,17.700195
32267,16.479492
32268,16.784668
32269,17.089844
32270,17.700195
32271,17.089844
32272,17.089844
32273,17.089844
32274,16.479492
32275,16.784668
32276,16.479492
32277,16.479492
32278,18.005371
32279,16.479492
32280,16.174316
32281,17.089844
32282,15.869141
32283,17.089844
32284,16.784668
32285,16.784668
32286,16.479492
32287,17.700195
32288,17.700195
32289,16.479492
32290,16.784668
32291,17.089844
32292,16.479492
32293,17.089844
32294,17.089844
32295,17.39502
32296,17.089844
32297,17.700195
32298,18.310547
32299,16.784668
32300,16.479492
32301,17.089844
32302,17.39502
32303,17.089844
32304,16.174316
32305,16.784668
32306,17.089844
32307,17.39502
32308,17.39502
32309,16.784668
32310,17.39502
32311,17.39502
32312,17.700195
32313,15.869141
32314,16.784668
32315,17.39502
32316,17.089844
32317,16.479492
32318,16.784668
32319,17.089844
32320,16.479492
32321,17.089844
32322,17.39502
32323,17.089844
32324,17.39502
32325,16.174316
32326,18.005371
32327,17.089844
32328,17.089844
32329,16.784668
32330,16.784668
32331,16.784668
32332,16.479492
32333,17.089844
32334,17.39502
32335,17.089844
32336,17.700195
32337,16.784668
32338,17.39502
32339,17.089844
32340,16.784668
32341,17.700195
32342,17.39502
32343,17.089844
32344,17.089844
32345,16.479492
32346,17.700195
32347,17.700195
32348,17.39502
32349,16.784668
32350,16.784668
32351,17.700195
32352,17.700195
32353,16.479492
32354,17.089844
32355,16.784668
32356,16.784668
32357,17.39502
32358,16.784668
32359,16.174316
32360,17.39502
32361,16.174316
32362,16.784668
32363,16.479492
32364,16.784668
32365,17.700195
32366,17.39502
32367,16.174316
32368,16.784668
32369,17.089844
32370,16.784668
32371,16.479492
32372,16.784668
32373,16.784668
32374,17.089844
32375,16.784668
32376,17.089844
32377,17.39502
32378,16.174316
32379,16.479492
32380,16.784668
32381,17.089844
32382,16.784668
32383,16.784668
32384,17.089844
32385,16.784668
32386,17.39502
32387,16.479492
32388,17.39502
32389,16.479492
32390,17.089844
32391,16.784668
32392,17.39502
32393,16.784668
32394,16.784668
32395,16.784668
32396,17.089844
32397,17.39502
32398,17.39502
32399,16.479492
32400,16.479492
32401,17.089844
32402,17.089844
32403,16.479492
32404,16.784668
32405,16.784668
32406,17.089844
32407,16.479492
32408,17.700195
32409,16.784668
32410,18.310547
32411,16.784668
32412,16.174316
32413,17.089844
32414,17.39502
32415,16.784668
32416,17.39502
32417,16.479492
32418,16.784668
32419,17.39502
32420,16.174316
32421,17.089844
32422,16.784668
32423,17.700195
32424,16.784668
32425,17.089844
32426,17.39502
32427,17.089844
32428,16.784668
32429,17.089844
32430,16.479492
32431,16.784668
32432,17.39502
32433,17.39502
32434,16.784668
32435,17.39502
32436,17.089844
32437,16.784668
32438,16.479492
32439,17.089844
32440,16.784668
32441,16.174316
32442,17.700195
32443,16.784668
32444,17.700195
32445,16.174316
32446,16.784668
32447,17.700195
32448,16.784668
32449,16.174316
32450,15.563965
32451,17.39502
32452,16.479492
32453,17.089844
32454,16.784668
32455,15.869141
32456,17.089844
32457,17.700195
32458,16.479492
32459,17.089844
32460,16.784668
32461,16.784668
32462,17.089844
32463,17.39502
32464,17.39502
32465,17.700195
32466,16.174316
32467,17.39502
32468,17.089844
32469,16.479492
32470,16.479492
32471,17.39502
32472,17.39502
32473,16.479492
32474,15.869141
32475,17.39502
32476,17.39502
32477,16.784668
32478,17.089844
32479,17.089844
32480,16.479492
32481,16.479492
32482,17.089844
32483,16.784668
32484,16.174316
32485,16.784668
32486,16.479492
32487,16.479492
32488,16.784668
32489,17.089844
32490,17.089844
32491,16.784668
32492,16.784668
32493,17.700195
32494,17.089844
32495,16.174316
32496,17.39502
32497,17.089844
32498,17.39502
32499,15.869141
32500,15.563965
32501,17.089844
32502,17.39502
32503,16.784668
32504,18.005371
32505,16.784668
32506,16.174316
32507,16.784668
32508,16.784668
32509,16.784668
32510,16.479492
32511,16.784668
32512,16.174316
32513,16.784668
32514,17.39502
32515,17.089844
32516,16.784668
32517,16.479492
32518,17.089844
32519,16.479492
32520,16.174316
32521,17.089844
32522,17.39502
32523,16.784668
32524,16.784668
32525,17.089844
32526,17.39502
32527,17.089844
32528,16.479492
32529,17.700195
32530,16.784668
32531,17.700195
32532,17.39502
32533,17.089844
32534,16.479492
32535,16.479492
32536,16.479492
32537,16.479492
32538,17.089844
32539,17.39502
32540,16.784668
32541,17.089844
32542,16.174316
32543,18.310547
32544,17.089844
